date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:12	107382/107382	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.themepunch.tools.min.js	(from https://newcrestmining.ltd/)
06:40:13	471375/471375	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/price-slider.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/price-slider.js	(from https://newcrestmining.ltd/)
06:40:14	59876/59876	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/jquery.themepunch.revolution.min.js	(from https://newcrestmining.ltd/)
06:40:15	8090/8090	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.actions.min.js	(from https://newcrestmining.ltd/)
06:40:17	7519/7519	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.carousel.min.js	(from https://newcrestmining.ltd/)
06:40:18	3329/3329	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.kenburn.min.js	(from https://newcrestmining.ltd/)
06:40:20	45397/45397	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.layeranimation.min.js	(from https://newcrestmining.ltd/)
06:40:21	6104/6104	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.migration.min.js	(from https://newcrestmining.ltd/)
06:40:23	25915/25915	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.navigation.min.js	(from https://newcrestmining.ltd/)
06:40:25	9186/9186	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.parallax.min.js	(from https://newcrestmining.ltd/)
06:40:28	28372/28372	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.slideanims.min.js	(from https://newcrestmining.ltd/)
06:40:30	23835/23835	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/extensions/revolution.extension.video.min.js	(from https://newcrestmining.ltd/)
06:40:32	14891/14891	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/js/theme.js	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/js/theme.js	(from https://newcrestmining.ltd/)
06:40:33	346/346	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/widgets.bitcoin.com/widget.html	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/widgets.bitcoin.com/widget.html	(from https://newcrestmining.ltd/)
06:40:35	21039/21039	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f741f43-522f%22	https://www.smartsuppchat.com/loader.js?	C:/My%20Web%20Sites/newcrest/www.smartsuppchat.com/loaderd41d.js	(from https://newcrestmining.ltd/)
06:40:38	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regular.eot	(from https://newcrestmining.ltd/css/bootstrap.min.css)
06:40:40	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regulard41dd41d.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://newcrestmining.ltd/css/bootstrap.min.css)
06:40:42	18028/18028	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regular.html	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regular.html	(from https://newcrestmining.ltd/css/bootstrap.min.css)
06:40:44	23424/23424	---M--	200	added ('OK')	font/woff	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regular.woff	(from https://newcrestmining.ltd/css/bootstrap.min.css)
